år,måned,type,column5,verdi
2025,2,Pellet stor sjø,,27376.039999999997
2025,2,Pellet stor sjø,,36916.43
2025,2,Settefisk,,0
2025,2,Settefisk,,129.075
2025,2,Settefisk,,280
2025,2,Settefisk,,297
2025,2,Settefisk,,1342.84
2025,2,Settefisk,,2536.8
2025,2,Total,,280
2025,2,Total,,1666
2025,2,Total,,21845
2025,2,Total,,23749.53
2025,2,Total,,36549.049999999996
2025,2,Total,,46095.659999999996
2025,3,Annet,,0
2025,3,Annet,,3.2
2025,3,Annet,,35.43
2025,3,Annet,,1552.034
2025,3,Importert,,0
2025,3,Importert,,53.679
2025,3,Importert,,139.255
2025,3,Melvare,,0
2025,3,Pellet liten land,,0
2025,3,Pellet liten land,,134
2025,3,Pellet liten land,,385.5
2025,3,Pellet liten sjø,,0
2025,3,Pellet liten sjø,,160.5
2025,3,Pellet liten sjø,,4419.286
2025,3,Pellet liten sjø,,4916.531
2025,3,Pellet liten sjø,,9893.66
2025,3,Pellet liten sjø,,12860
2025,3,Pellet stor land,,0
2025,3,Pellet stor sjø,,0
2025,3,Pellet stor sjø,,1944.5
2025,3,Pellet stor sjø,,11393
2025,3,Pellet stor sjø,,21745.706000000002
2025,3,Pellet stor sjø,,26499.236999999997
2025,3,Pellet stor sjø,,41881.08
2025,3,Settefisk,,0
2025,3,Settefisk,,152.775
2025,3,Settefisk,,251.5
2025,3,Settefisk,,253.5
2025,3,Settefisk,,1492.42
2025,3,Settefisk,,2637.88
2025,3,Total,,251.5
2025,3,Total,,2358.5
2025,3,Total,,24387
2025,3,Total,,27235.94
2025,3,Total,,35108.44
2025,3,Total,,53270.359999999993
2025,4,Annet,,0
2025,4,Annet,,2.4
2025,4,Annet,,41.105
2025,4,Annet,,1270.773
2025,4,Importert,,0
2025,4,Importert,,13.849
2025,4,Importert,,186.655
2025,4,Melvare,,0
2025,4,Pellet liten land,,0
2025,4,Pellet liten land,,19
2025,4,Pellet liten land,,339
2025,4,Pellet liten sjø,,0
2025,4,Pellet liten sjø,,129
2025,4,Pellet liten sjø,,6026.9479999999994
2025,4,Pellet liten sjø,,6071.564
2025,4,Pellet liten sjø,,9975.282
2025,4,Pellet liten sjø,,13396
2025,4,Pellet stor land,,0
2025,4,Pellet stor sjø,,0
2025,4,Pellet stor sjø,,1805.5
2025,4,Pellet stor sjø,,12200.999999999998
2025,4,Pellet stor sjø,,22533.763
2025,4,Pellet stor sjø,,30228.786999999997
2025,4,Pellet stor sjø,,43644.749
2025,4,Settefisk,,93.5
2025,4,Settefisk,,103.5
2025,4,Settefisk,,1680.56
2025,4,Settefisk,,3327.9950000000003
2025,4,Total,,103.5
2025,4,Total,,2038
2025,4,Total,,25616
2025,4,Total,,29078.93
2025,4,Total,,40854.5
2025,4,Total,,55302.99
2025,5,Annet,,0
2025,5,Annet,,3.2
2025,5,Annet,,42.27
2025,5,Annet,,1371.245
2025,5,Importert,,0
2025,5,Importert,,28.984
2025,5,Importert,,177.36
2025,5,Melvare,,0
2025,5,Pellet liten land,,0
2025,5,Pellet liten land,,480
2025,5,Pellet liten sjø,,0
2025,5,Pellet liten sjø,,160.5
2025,5,Pellet liten sjø,,4517.3740000000007
2025,5,Pellet liten sjø,,10156.905999999999
2025,5,Pellet liten sjø,,11793.65
2025,5,Pellet liten sjø,,13351.000000000002
2025,5,Pellet stor land,,0
2025,5,Pellet stor sjø,,0
2025,5,Pellet stor sjø,,1101
2025,5,Pellet stor sjø,,10503
2025,5,Pellet stor sjø,,28434.641
2025,5,Pellet stor sjø,,30608.804999999997
2025,5,Pellet stor sjø,,46658.531
2025,5,Settefisk,,0
2025,5,Settefisk,,123.5
2025,5,Settefisk,,173.5
2025,5,Settefisk,,302
2025,5,Settefisk,,1481.73
2025,5,Settefisk,,2225.262
2025,5,Total,,123.5
2025,5,Total,,1435
2025,5,Total,,23854.000000000004
2025,5,Total,,33776.29
2025,5,Total,,44362.22
2025,5,Total,,59937.11
2025,6,Annet,,0
2025,6,Annet,,0.8
2025,6,Annet,,21.92
2025,6,Annet,,1598.1049999999998
2025,6,Importert,,0
2025,6,Importert,,127.705
2025,6,Importert,,135.623
2025,6,Melvare,,0
2025,6,Pellet liten land,,0
2025,6,Pellet liten land,,11
2025,6,Pellet liten land,,679.5
2025,6,Pellet liten sjø,,0
2025,6,Pellet liten sjø,,199
2025,6,Pellet liten sjø,,5073.736
2025,6,Pellet liten sjø,,11359.726
2025,6,Pellet liten sjø,,14808.065999999999
2025,6,Pellet liten sjø,,16912
2025,6,Pellet stor land,,0
2025,6,Pellet stor sjø,,0
2025,6,Pellet stor sjø,,846.4
2025,6,Pellet stor sjø,,15584
2025,6,Pellet stor sjø,,32280.207
2025,6,Pellet stor sjø,,37543.9
2025,6,Pellet stor sjø,,61496.769
2025,6,Settefisk,,121.5
2025,6,Settefisk,,477.85
2025,6,Settefisk,,1903.68
2025,6,Settefisk,,2431.9
2025,6,Total,,121.5
2025,6,Total,,1166.9
2025,6,Total,,32507
2025,6,Total,,38533.21
2025,6,Total,,52933.630000000005
2025,6,Total,,78209.32
2025,7,Annet,,0
2025,7,Annet,,0.8
2025,7,Annet,,9.1
2025,7,Annet,,1816.6529999999998
2025,7,Importert,,0
2025,7,Importert,,48.85
2025,7,Importert,,51.097
2025,7,Melvare,,0
2025,7,Pellet liten land,,0
2025,7,Pellet liten land,,71
2025,7,Pellet liten land,,719.5
2025,7,Pellet liten sjø,,0
2025,7,Pellet liten sjø,,396.5
2025,7,Pellet liten sjø,,8522.933
2025,7,Pellet liten sjø,,12919.58
2025,7,Pellet liten sjø,,20839.05
2025,7,Pellet liten sjø,,23805
2025,7,Pellet stor land,,0
2025,7,Pellet stor sjø,,0
2025,7,Pellet stor sjø,,1735
2025,7,Pellet stor sjø,,15516.999999999998
2025,7,Pellet stor sjø,,44679.412000000004
2025,7,Pellet stor sjø,,44776.365000000005
2025,7,Pellet stor sjø,,68395.77
2025,7,Settefisk,,250.9
2025,7,Settefisk,,463.75
2025,7,Settefisk,,502
2025,7,Settefisk,,2367.44
2025,7,Settefisk,,2631.9230000000002
2025,7,Total,,250.9
2025,7,Total,,2633.5
2025,7,Total,,39393
2025,7,Total,,54491.649999999994
2025,7,Total,,62047.570000000007
2025,7,Total,,91603.06
2025,8,Annet,,0
2025,8,Annet,,0.8
2025,8,Annet,,17.02
2025,8,Annet,,1849.626
2025,8,Importert,,0
2025,8,Importert,,9.468
2025,8,Importert,,127.85
2025,8,Melvare,,0
2025,8,Pellet liten land,,0
2025,8,Pellet liten land,,90
2025,8,Pellet liten land,,1160.25
2025,8,Pellet liten sjø,,0
2025,8,Pellet liten sjø,,20
2025,8,Pellet liten sjø,,9477.769
2025,8,Pellet liten sjø,,13732.492
2025,8,Pellet liten sjø,,21759.374
2025,8,Pellet liten sjø,,23041
2025,8,Pellet stor land,,0
2025,8,Pellet stor sjø,,0
2025,8,Pellet stor sjø,,2142.5
2025,8,Pellet stor sjø,,18216
2025,8,Pellet stor sjø,,38983.668000000005
2025,8,Pellet stor sjø,,39949.189
2025,8,Pellet stor sjø,,65647.832
2025,8,Settefisk,,143.5
2025,8,Settefisk,,209
2025,8,Settefisk,,361.2
2025,8,Settefisk,,1834.96
2025,8,Settefisk,,2696.845
2025,8,Total,,143.5
2025,8,Total,,2371.5
2025,8,Total,,41347
2025,8,Total,,49999.909999999996
2025,8,Total,,58228.15
2025,8,Total,,89242.97
2025,9,Annet,,0
2025,9,Annet,,1
2025,9,Annet,,24.81
2025,9,Annet,,1971.154
2025,9,Importert,,0
2025,9,Importert,,44.961
2025,9,Importert,,81.85
2025,9,Melvare,,0
2025,9,Pellet liten land,,0
2025,9,Pellet liten land,,49
2025,9,Pellet liten land,,1043
2025,9,Pellet liten sjø,,0
2025,9,Pellet liten sjø,,125
2025,9,Pellet liten sjø,,9569.862000000001
2025,9,Pellet liten sjø,,15772.389000000001
2025,9,Pellet liten sjø,,20002
2025,9,Pellet liten sjø,,22310.458000000002
2025,9,Pellet stor land,,0
2025,9,Pellet stor sjø,,0
2025,9,Pellet stor sjø,,2535
2025,9,Pellet stor sjø,,17594
2025,9,Pellet stor sjø,,39837.057
2025,9,Pellet stor sjø,,40783.653
2025,9,Pellet stor sjø,,74651.423
2025,9,Settefisk,,168
2025,9,Settefisk,,179
2025,9,Settefisk,,258.85
2025,9,Settefisk,,1932.9
2025,9,Settefisk,,3031.4049999999997
2025,9,Total,,168
2025,9,Total,,2839
2025,9,Total,,37645
2025,9,Total,,51680.18
2025,9,Total,,60612.01
2025,9,Total,,98895.780000000013
2025,10,Annet,,0
2025,10,Annet,,4.2
2025,10,Annet,,19.225
2025,10,Annet,,1552.672
2025,10,Importert,,0
2025,10,Importert,,34.992
2025,10,Importert,,122.725
2025,10,Melvare,,0
2025,10,Pellet liten land,,0
2025,10,Pellet liten land,,165
2025,10,Pellet liten land,,948.5
2025,10,Pellet liten sjø,,0
2025,10,Pellet liten sjø,,110.5
2025,10,Pellet liten sjø,,9310.653
2025,10,Pellet liten sjø,,13677.699
2025,10,Pellet liten sjø,,16769.925
2025,10,Pellet liten sjø,,23306
2025,10,Pellet stor land,,0
2025,10,Pellet stor sjø,,0
2025,10,Pellet stor sjø,,2220.5
2025,10,Pellet stor sjø,,15340
2025,10,Pellet stor sjø,,39849.46
2025,10,Pellet stor sjø,,42905.881
2025,10,Pellet stor sjø,,74663.362
2025,10,Settefisk,,176.5
2025,10,Settefisk,,228
2025,10,Settefisk,,1740.48
2025,10,Settefisk,,2601.1
2025,10,Total,,228
2025,10,Total,,2559
2025,10,Total,,38811
2025,10,Total,,50304.340000000004
2025,10,Total,,60737.35
2025,10,Total,,93177.97
2025,11,Annet,,0
2025,11,Annet,,1
2025,11,Annet,,39.695
2025,11,Annet,,2047.934
2025,11,Importert,,0
2025,11,Importert,,37.28
2025,11,Importert,,133.195
2025,11,Melvare,,0
2025,11,Pellet liten land,,0
2025,11,Pellet liten land,,862.5
2025,11,Pellet liten sjø,,0
2025,11,Pellet liten sjø,,567
2025,11,Pellet liten sjø,,7285.136
2025,11,Pellet liten sjø,,10388.275
2025,11,Pellet liten sjø,,12238.006
2025,11,Pellet liten sjø,,22136
2025,11,Pellet stor land,,0
2025,11,Pellet stor sjø,,0
2025,11,Pellet stor sjø,,2323.5
2025,11,Pellet stor sjø,,17439
2025,11,Pellet stor sjø,,32819.204999999994
2025,11,Pellet stor sjø,,35962.939000000006
2025,11,Pellet stor sjø,,58913.158
2025,11,Settefisk,,124.5
2025,11,Settefisk,,159.5
2025,11,Settefisk,,1479.478
2025,11,Settefisk,,1934.22
2025,11,Total,,159.5
2025,11,Total,,3050
2025,11,Total,,39575
2025,11,Total,,44274.77
2025,11,Total,,47189.63
2025,11,Total,,72631.64
2025,12,Annet,,0
2025,12,Annet,,25.21
2025,12,Annet,,1965.4630000000002
2025,12,Importert,,0
2025,12,Importert,,77.165
2025,12,Importert,,158.685
2025,12,Melvare,,0
2025,12,Pellet liten land,,0
2025,12,Pellet liten land,,88
2025,12,Pellet liten land,,807.764
2025,12,Pellet liten sjø,,0
2025,12,Pellet liten sjø,,224
2025,12,Pellet liten sjø,,6069.2850000000008
2025,12,Pellet liten sjø,,11250.798
2025,12,Pellet liten sjø,,12281.175
2025,12,Pellet liten sjø,,17950
2025,12,Pellet stor land,,0
2025,12,Pellet stor sjø,,0
2025,12,Pellet stor sjø,,1466.5
2025,12,Pellet stor sjø,,15000.999999999998
2025,12,Pellet stor sjø,,29200.24
2025,12,Pellet stor sjø,,30564.925
2025,12,Pellet stor sjø,,54429.734
2025,12,Settefisk,,68
2025,12,Settefisk,,137.975
2025,12,Settefisk,,236.5
2025,12,Settefisk,,1620.634
2025,12,Settefisk,,2200.85
2025,12,Total,,68
2025,12,Total,,1927
2025,12,Total,,33039
2025,12,Total,,36240.47
2025,12,Total,,47012.409999999996
2025,12,Total,,67301.17
2026,1,Annet,,0
2026,1,Annet,,3.2
2026,1,Annet,,489.025
2026,1,Annet,,1133.671
2026,1,Importert,,0
2026,1,Importert,,19.034
2026,1,Importert,,102.45
2026,1,Melvare,,0
2026,1,Pellet liten land,,0
2026,1,Pellet liten land,,90
2026,1,Pellet liten land,,565.45
2026,1,Pellet liten sjø,,0
2026,1,Pellet liten sjø,,283.5
2026,1,Pellet liten sjø,,4622.269
2026,1,Pellet liten sjø,,9031.591
2026,1,Pellet liten sjø,,9055.255000000001
2026,1,Pellet liten sjø,,15590
2026,1,Pellet stor land,,0
2026,1,Pellet stor sjø,,0
2026,1,Pellet stor sjø,,1336.5
2026,1,Pellet stor sjø,,13635.000000000002
2026,1,Pellet stor sjø,,23716.891000000003
2026,1,Pellet stor sjø,,26970.305
2026,1,Pellet stor sjø,,46443.859
2026,1,Settefisk,,124
2026,1,Settefisk,,124.5
2026,1,Settefisk,,161.425
2026,1,Settefisk,,1286.54
2026,1,Settefisk,,3060.529
2026,1,Total,,124
2026,1,Total,,1744.5
2026,1,Total,,29315
2026,1,Total,,29555.06
2026,1,Total,,40196.1
2026,1,Total,,56788.85
2026,2,Annet,,0
2026,2,Annet,,3.2
2026,2,Annet,,621.005
2026,2,Annet,,1435.375
2026,2,Importert,,0
2026,2,Importert,,18.559
2026,2,Importert,,153.525
2026,2,Melvare,,0
2026,2,Pellet liten land,,0
2026,2,Pellet liten land,,56
2026,2,Pellet liten land,,452.2
2026,2,Pellet liten sjø,,0
2026,2,Pellet liten sjø,,81
2026,2,Pellet liten sjø,,4308.424
2026,2,Pellet liten sjø,,6395.519
2026,2,Pellet liten sjø,,6970.187
2026,2,Pellet liten sjø,,9787
2026,2,Pellet stor land,,0
2026,2,Pellet stor sjø,,0
2026,2,Pellet stor sjø,,859
2026,2,Pellet stor sjø,,9096
2026,2,Pellet stor sjø,,18924.468
2026,2,Pellet stor sjø,,21687.202
2026,2,Pellet stor sjø,,39815.581999999995
2026,2,Settefisk,,87.77
2026,2,Settefisk,,88
2026,2,Settefisk,,1278.76
2026,2,Settefisk,,3167.0249999999996
2026,2,Total,,88
2026,2,Total,,1028
2026,2,Total,,18939
2026,2,Total,,24393.87
2026,2,Total,,32685.12
2026,2,Total,,48067.73
2026,3,Annet,,0
2026,3,Annet,,0.8
2026,3,Annet,,536.06
2026,3,Annet,,1583.826
2026,3,Importert,,0
2026,3,Importert,,28.165
2026,3,Importert,,916.925
2026,3,Melvare,,0
2026,3,Pellet liten land,,0
2026,3,Pellet liten land,,252
2026,3,Pellet liten land,,798.25
2026,3,Pellet liten sjø,,0
2026,3,Pellet liten sjø,,194.5
2026,3,Pellet liten sjø,,3464.625
2026,3,Pellet liten sjø,,7705.782
2026,3,Pellet liten sjø,,9059.048
2026,3,Pellet liten sjø,,13575.000000000002
2026,3,Pellet stor land,,0
2026,3,Pellet stor sjø,,0
2026,3,Pellet stor sjø,,781
2026,3,Pellet stor sjø,,11320
2026,3,Pellet stor sjø,,18596.815
2026,3,Pellet stor sjø,,29041.286
2026,3,Pellet stor sjø,,48469.441999999995
2026,3,Settefisk,,197.15
2026,3,Settefisk,,249.5
2026,3,Settefisk,,293.5
2026,3,Settefisk,,1607.72
2026,3,Settefisk,,2717.9049999999997
2026,3,Total,,249.5
2026,3,Total,,1269
2026,3,Total,,23592.899999999998
2026,3,Total,,25147
2026,3,Total,,42402.07
2026,3,Total,,57783.74
2026,4,Annet,,0
2026,4,Annet,,1.6
2026,4,Annet,,683.523
2026,4,Annet,,1881.9790000000003
2026,4,Importert,,0
2026,4,Importert,,11.214
2026,4,Importert,,951.809
2026,4,Melvare,,0
2026,4,Pellet liten land,,0
2026,4,Pellet liten land,,71
2026,4,Pellet liten land,,738.5
2026,4,Pellet liten sjø,,0
2026,4,Pellet liten sjø,,326.4
2026,4,Pellet liten sjø,,4109.4710000000005
2026,4,Pellet liten sjø,,8084.380000000001
2026,4,Pellet liten sjø,,8891.608
2026,4,Pellet liten sjø,,17559
2026,4,Pellet stor land,,0
2026,4,Pellet stor sjø,,0
2026,4,Pellet stor sjø,,897.4
2026,4,Pellet stor sjø,,13788.999999999998
2026,4,Pellet stor sjø,,18373.451
2026,4,Pellet stor sjø,,25769.194
2026,4,Pellet stor sjø,,47725.986000000004
2026,4,Settefisk,,175
2026,4,Settefisk,,287.8
2026,4,Settefisk,,339.5
2026,4,Settefisk,,1355.5
2026,4,Settefisk,,2487.991
2026,4,Total,,175
2026,4,Total,,1563.3
2026,4,Total,,24192.75
2026,4,Total,,31419
2026,4,Total,,39030.77
2026,4,Total,,57167.469999999994
2026,5,Annet,,0
2026,5,Annet,,1.6
2026,5,Annet,,768.15
2026,5,Annet,,1679.236
2026,5,Importert,,0
2026,5,Importert,,11.304
2026,5,Importert,,1020.844
2026,5,Melvare,,0
2026,5,Pellet liten land,,0
2026,5,Pellet liten land,,45
2026,5,Pellet liten land,,419.5
2026,5,Pellet liten sjø,,0
2026,5,Pellet liten sjø,,353.4
2026,5,Pellet liten sjø,,4833.186
2026,5,Pellet liten sjø,,10061.678
2026,5,Pellet liten sjø,,11137.649
2026,5,Pellet liten sjø,,22490
2026,5,Pellet stor land,,0
2026,5,Pellet stor sjø,,0
2026,5,Pellet stor sjø,,1216.5
2026,5,Pellet stor sjø,,16078
2026,5,Pellet stor sjø,,24971.357999999997
2026,5,Pellet stor sjø,,35686.353
2026,5,Pellet stor sjø,,56846.635
2026,5,Settefisk,,122
2026,5,Settefisk,,233.5
2026,5,Settefisk,,309.79
2026,5,Settefisk,,1275.56
2026,5,Settefisk,,1717.52
2026,5,Total,,122
2026,5,Total,,1803.4
2026,5,Total,,31301.98
2026,5,Total,,38613
2026,5,Total,,49144.79
2026,5,Total,,69261.44
2026,6,Annet,,0
2026,6,Annet,,0.8
2026,6,Annet,,751.832
2026,6,Annet,,2566.5750000000003
2026,6,Importert,,0
2026,6,Importert,,16.508
2026,6,Importert,,1262.064
2026,6,Melvare,,0
2026,6,Pellet liten land,,0
2026,6,Pellet liten land,,90
2026,6,Pellet liten land,,539.171
2026,6,Pellet liten sjø,,0
2026,6,Pellet liten sjø,,551.5
2026,6,Pellet liten sjø,,5764.9900000000007
2026,6,Pellet liten sjø,,10651.555
2026,6,Pellet liten sjø,,14685.577
2026,6,Pellet liten sjø,,21241
2026,6,Pellet stor land,,0
2026,6,Pellet stor sjø,,0
2026,6,Pellet stor sjø,,1382
2026,6,Pellet stor sjø,,15108.999999999998
2026,6,Pellet stor sjø,,27265.166
2026,6,Pellet stor sjø,,38385.122
2026,6,Pellet stor sjø,,63948.203
2026,6,Settefisk,,162
2026,6,Settefisk,,354.5
2026,6,Settefisk,,501.525
2026,6,Settefisk,,1953.11
2026,6,Settefisk,,2719.07
2026,6,Total,,162
2026,6,Total,,2288
2026,6,Total,,34822.68
2026,6,Total,,36440
2026,6,Total,,54322.32
2026,6,Total,,80587.69
