år,uke,attributt,verdi
2003,33,Laks_omsatt,18006.051113401438
2003,33,Uke_omsatt,20245.356
2003,33,Ørret_omsatt,2039.6405572373237
2003,34,Laks_omsatt,18481.744919731937
2003,34,Uke_omsatt,20780.209
2003,34,Ørret_omsatt,2093.5249083428339
2003,35,Laks_omsatt,17265.177174208828
2003,35,Uke_omsatt,19412.344
2003,35,Ørret_omsatt,1955.7178512169714
2003,36,Laks_omsatt,18607.288282511196
2003,36,Uke_omsatt,20340.049
2003,36,Ørret_omsatt,1943.322718619808
2003,37,Laks_omsatt,19561.696246612941
2003,37,Uke_omsatt,21383.334
2003,37,Ørret_omsatt,2042.9999338760383
2003,38,Laks_omsatt,20003.351154076317
2003,38,Uke_omsatt,21866.117
2003,38,Ørret_omsatt,2089.1258390822363
2003,39,Laks_omsatt,22026.286019952484
2003,39,Uke_omsatt,24077.433
2003,39,Ørret_omsatt,2300.39871363861
2003,40,Laks_omsatt,19871.17772032772
2003,40,Uke_omsatt,22237.659
2003,40,Ørret_omsatt,2071.406759664098
2003,41,Laks_omsatt,19568.651819252187
2003,41,Uke_omsatt,22251.62
2003,41,Ørret_omsatt,2037.3013936610714
2003,42,Laks_omsatt,16855.0599639375
2003,42,Uke_omsatt,19165.98
2003,42,Ørret_omsatt,1754.7880902550114
2003,43,Laks_omsatt,16031.765144073386
2003,43,Uke_omsatt,18229.807
2003,43,Ørret_omsatt,1669.0744856901365
2003,44,Laks_omsatt,16945.356781106111
2003,44,Uke_omsatt,19268.657
2003,44,Ørret_omsatt,1764.1889336631291
2003,45,Laks_omsatt,16004.891923392668
2003,45,Uke_omsatt,17171.288
2003,45,Ørret_omsatt,1645.7200654215735
2003,46,Laks_omsatt,15911.343496344958
2003,46,Uke_omsatt,17070.922
2003,46,Ørret_omsatt,1636.1008487334543
2003,47,Laks_omsatt,15023.11718521836
2003,47,Uke_omsatt,16117.964
2003,47,Ørret_omsatt,1544.7680318763839
2003,48,Laks_omsatt,14263.489901931862
2003,48,Uke_omsatt,15302.976999999999
2003,48,Ørret_omsatt,1466.6585470807336
2003,49,Laks_omsatt,11333.090163763685
2003,49,Uke_omsatt,11879.542000000001
2003,49,Ørret_omsatt,1597.344357447736
2003,50,Laks_omsatt,11407.743572504945
2003,50,Uke_omsatt,11957.795
2003,50,Ørret_omsatt,1607.8663950821292
2003,51,Laks_omsatt,14835.312216540737
2003,51,Uke_omsatt,15550.632
2003,51,Ørret_omsatt,2090.9656517015724
2003,52,Laks_omsatt,5537.0519028048375
2003,52,Uke_omsatt,5804.034
2003,52,Ørret_omsatt,780.42074015436049
2004,1,Laks_omsatt,4284.8289570237966
2004,1,Uke_omsatt,5236.04
2004,1,Ørret_omsatt,609.48697170741718
2004,2,Laks_omsatt,8876.5756744141472
2004,2,Uke_omsatt,10847.132
2004,2,Ørret_omsatt,1262.6308497243374
2004,3,Laks_omsatt,8305.6650393029449
2004,3,Uke_omsatt,10149.482
2004,3,Ørret_omsatt,1181.4228020754119
2004,4,Laks_omsatt,7704.6798155714177
2004,4,Uke_omsatt,9415.081
2004,4,Ørret_omsatt,1095.9368543918765
2004,5,Laks_omsatt,6850.2524958789982
2004,5,Uke_omsatt,8370.9749999999985
2004,5,Ørret_omsatt,974.40053990964464
2004,6,Laks_omsatt,8143.891839536569
2004,6,Uke_omsatt,9256.013
2004,6,Ørret_omsatt,1153.559271386008
2004,7,Laks_omsatt,6489.6766911668956
2004,7,Uke_omsatt,7375.9
2004,7,Ørret_omsatt,919.24436901893466
2004,8,Laks_omsatt,7419.1806276234074
2004,8,Uke_omsatt,8432.336
2004,8,Ørret_omsatt,1050.9059756335696
2004,9,Laks_omsatt,7487.8924188891087
2004,9,Uke_omsatt,8510.431
2004,9,Ørret_omsatt,1060.6388067455064
2004,10,Laks_omsatt,7313.5973895305269
2004,10,Uke_omsatt,7960.071
2004,10,Ørret_omsatt,939.4344445232548
2004,11,Laks_omsatt,7018.3695746538124
2004,11,Uke_omsatt,7638.747
2004,11,Ørret_omsatt,901.51231625932473
2004,12,Laks_omsatt,9361.5692314482876
2004,12,Uke_omsatt,10189.07
2004,12,Ørret_omsatt,1202.4972284366006
2004,13,Laks_omsatt,7263.0908347397617
2004,13,Uke_omsatt,7905.1
2004,13,Ørret_omsatt,932.94685781078852
2004,14,Laks_omsatt,7900.0141488827849
2004,14,Uke_omsatt,8924.9
2004,14,Ørret_omsatt,1071.7338389903211
2004,15,Laks_omsatt,7215.03820650475
2004,15,Uke_omsatt,8636.61
2004,15,Ørret_omsatt,1058.1185250263329
2004,16,Laks_omsatt,7858.39187401156
2004,16,Uke_omsatt,9406.723
2004,16,Ørret_omsatt,1152.4692982653241
2004,17,Laks_omsatt,9686.9691200247489
2004,17,Uke_omsatt,11595.582999999999
2004,17,Ørret_omsatt,1420.6385585062214
2004,18,Laks_omsatt,9652.4302743885873
2004,18,Uke_omsatt,11554.239
2004,18,Ørret_omsatt,1415.5732779970069
2004,19,Laks_omsatt,10444.826812331448
2004,19,Uke_omsatt,12026.588
2004,19,Ørret_omsatt,1605.1086163028292
2004,20,Laks_omsatt,13530.224227625171
2004,20,Uke_omsatt,15579.237000000001
2004,20,Ørret_omsatt,2079.2570215362693
2004,21,Laks_omsatt,12411.192091658142
2004,21,Uke_omsatt,14290.739
2004,21,Ørret_omsatt,1907.2897734781368
2004,22,Laks_omsatt,11588.380423969398
2004,22,Uke_omsatt,13343.321
2004,22,Ørret_omsatt,1780.8442017964267
2004,23,Laks_omsatt,13026.617381293967
2004,23,Uke_omsatt,14529.902
2004,23,Ørret_omsatt,1885.8067110848865
2004,24,Laks_omsatt,13747.679463955863
2004,24,Uke_omsatt,15214.256
2004,24,Ørret_omsatt,1959.8660691626098
2004,25,Laks_omsatt,15087.305665466856
2004,25,Uke_omsatt,16696.791
2004,25,Ørret_omsatt,2150.8428768912295
2004,26,Laks_omsatt,16531.967828550318
2004,26,Uke_omsatt,18295.567000000003
2004,26,Ørret_omsatt,2356.7935875005105
2004,27,Laks_omsatt,15442.887519846918
2004,27,Uke_omsatt,17073.62
2004,27,Ørret_omsatt,2184.3078924796646
2004,28,Laks_omsatt,17667.579167689379
2004,28,Uke_omsatt,20836.629
2004,28,Ørret_omsatt,2469.48735179764
2004,29,Laks_omsatt,18312.0252793032
2004,29,Uke_omsatt,21596.67
2004,29,Ørret_omsatt,2559.5648608010215
2004,30,Laks_omsatt,19404.539927713191
2004,30,Uke_omsatt,22885.15
2004,30,Ørret_omsatt,2712.2711869080049
2004,31,Laks_omsatt,20358.20428060829
2004,31,Uke_omsatt,24009.874
2004,31,Ørret_omsatt,2845.5697013780396
2004,32,Laks_omsatt,21829.676196116852
2004,32,Uke_omsatt,23458.336
2004,32,Ørret_omsatt,2472.7627751661521
2004,33,Laks_omsatt,23056.532396425446
2004,33,Uke_omsatt,24776.725
2004,33,Ørret_omsatt,2611.735259931846
2004,34,Laks_omsatt,22338.854615046512
2004,34,Uke_omsatt,24005.503
2004,34,Ørret_omsatt,2530.4401052802464
2004,35,Laks_omsatt,21064.443381735993
2004,35,Uke_omsatt,22636.011
2004,35,Ørret_omsatt,2386.0808106359946
2004,36,Laks_omsatt,21062.931995628263
2004,36,Uke_omsatt,23199.497
2004,36,Ørret_omsatt,2273.8804655090453
2004,37,Laks_omsatt,19540.08795357815
2004,37,Uke_omsatt,21890.003
2004,37,Ørret_omsatt,2040.7431898450138
2004,38,Laks_omsatt,21776.444018507107
2004,38,Uke_omsatt,24395.306
2004,38,Ørret_omsatt,2274.3055167093944
2004,39,Laks_omsatt,19595.603576395053
2004,39,Uke_omsatt,21952.195
2004,39,Ørret_omsatt,2046.5411744530031
2004,40,Laks_omsatt,18721.536097751668
2004,40,Uke_omsatt,20901.69
2004,40,Ørret_omsatt,1954.0249623417033
2004,41,Laks_omsatt,19725.192083867652
2004,41,Uke_omsatt,21726.602
2004,41,Ørret_omsatt,2053.5988730281169
2004,42,Laks_omsatt,17016.219107000703
2004,42,Uke_omsatt,18742.764000000003
2004,42,Ørret_omsatt,1771.5664431940152
2004,43,Laks_omsatt,17812.71856044724
2004,43,Uke_omsatt,19620.08
2004,43,Ørret_omsatt,1854.490369765208
2004,44,Laks_omsatt,17139.630238457721
2004,44,Uke_omsatt,18878.697
2004,44,Ørret_omsatt,1784.4148331818892
2004,45,Laks_omsatt,14555.885706141222
2004,45,Uke_omsatt,15944.711
2004,45,Ørret_omsatt,1496.7244571996955
2004,46,Laks_omsatt,14273.524705011701
2004,46,Uke_omsatt,15635.409
2004,46,Ørret_omsatt,1467.6903863996176
2004,47,Laks_omsatt,14057.554169534342
2004,47,Uke_omsatt,15398.832000000002
2004,47,Ørret_omsatt,1445.4829859700376
2004,48,Laks_omsatt,13897.083233360148
2004,48,Uke_omsatt,15223.05
2004,48,Ørret_omsatt,1428.9823909742749
2004,49,Laks_omsatt,11448.463191643448
2004,49,Uke_omsatt,12958.675
2004,49,Ørret_omsatt,1435.4726825975154
2004,50,Laks_omsatt,10559.360700229467
2004,50,Uke_omsatt,12220.249
2004,50,Ørret_omsatt,1488.2909241026859
2004,51,Laks_omsatt,11976.109426911653
2004,51,Uke_omsatt,13859.839
2004,51,Ørret_omsatt,1687.974818943906
2004,52,Laks_omsatt,6012.1156534889005
2004,52,Uke_omsatt,6957.7649999999994
2004,52,Ørret_omsatt,847.3786828352944
2004,53,Laks_omsatt,6218.354257400274
2004,53,Uke_omsatt,7196.4429999999993
2004,53,Ørret_omsatt,876.44701861003853
2005,1,Laks_omsatt,11301.615676986456
2005,1,Uke_omsatt,12363.976999999999
2005,1,Ørret_omsatt,1239.9171034619383
2005,2,Laks_omsatt,9729.1287617850467
2005,2,Uke_omsatt,10643.675
2005,2,Ørret_omsatt,1067.397219858161
2005,3,Laks_omsatt,9471.693857985696
2005,3,Uke_omsatt,10362.041000000001
2005,3,Ørret_omsatt,1039.1536527990829
2005,4,Laks_omsatt,8479.75037477945
2005,4,Uke_omsatt,9276.854
2005,4,Ørret_omsatt,930.32605454695488
2005,5,Laks_omsatt,7854.3341528237252
2005,5,Uke_omsatt,8685.802
2005,5,Ørret_omsatt,969.743981009566
2005,6,Laks_omsatt,10106.688790133523
2005,6,Uke_omsatt,11207.034
2005,6,Ørret_omsatt,1283.1269209638483
2005,7,Laks_omsatt,8579.6752834789859
2005,7,Uke_omsatt,9513.77
2005,7,Ørret_omsatt,1089.2600492564075
2005,8,Laks_omsatt,8846.9087794961
2005,8,Uke_omsatt,9810.098
2005,8,Ørret_omsatt,1123.1875303575957
2005,9,Laks_omsatt,7218.9211744345293
2005,9,Uke_omsatt,8154.4879999999994
2005,9,Ørret_omsatt,854.99321649186913
2005,10,Laks_omsatt,7148.4606307613049
2005,10,Uke_omsatt,8113.3150000000005
2005,10,Ørret_omsatt,831.56475577166566
2005,11,Laks_omsatt,7392.3464525785575
2005,11,Uke_omsatt,8390.1189999999988
2005,11,Ørret_omsatt,859.93545882665853
2005,12,Laks_omsatt,6425.9240812914377
2005,12,Uke_omsatt,7293.255
2005,12,Ørret_omsatt,747.51366276983947
2005,13,Laks_omsatt,7803.7354921053384
2005,13,Uke_omsatt,8868.963
2005,13,Ørret_omsatt,925.46880935570607
2005,14,Laks_omsatt,8413.7938292432973
2005,14,Uke_omsatt,9647.116
2005,14,Ørret_omsatt,1074.834504160299
2005,15,Laks_omsatt,7108.8821655527672
2005,15,Uke_omsatt,8150.9259999999995
2005,15,Ørret_omsatt,908.13632858330834
2005,16,Laks_omsatt,9134.2551831576875
2005,16,Uke_omsatt,10473.185
2005,16,Ørret_omsatt,1166.8710738477782
2005,17,Laks_omsatt,8838.8540707887314
2005,17,Uke_omsatt,10134.483
2005,17,Ørret_omsatt,1129.1345527747342
2005,18,Laks_omsatt,10703.899654774097
2005,18,Uke_omsatt,11660.915
2005,18,Ørret_omsatt,1342.4983969438433
2005,19,Laks_omsatt,13660.759435781765
2005,19,Uke_omsatt,14882.142000000002
2005,19,Ørret_omsatt,1713.3519777899628
2005,20,Laks_omsatt,9399.2306347508365
2005,20,Uke_omsatt,10239.598000000002
2005,20,Ørret_omsatt,1178.8649433041392
2005,21,Laks_omsatt,15045.788607240587
2005,21,Uke_omsatt,16391.004
2005,21,Ørret_omsatt,1887.0643165051906
2005,22,Laks_omsatt,12870.548923684613
2005,22,Uke_omsatt,14388.964
2005,22,Ørret_omsatt,1630.7791329759546
2005,23,Laks_omsatt,14451.526689423155
2005,23,Uke_omsatt,16443.403
2005,23,Ørret_omsatt,1843.5010039506276
2005,24,Laks_omsatt,14275.129752497502
2005,24,Uke_omsatt,16242.693
2005,24,Ørret_omsatt,1820.999026318447
2005,25,Laks_omsatt,16254.896442712954
2005,25,Uke_omsatt,18495.334
2005,25,Ørret_omsatt,2073.5468684555244
2005,26,Laks_omsatt,16982.764597198191
2005,26,Uke_omsatt,19245.78
2005,26,Ørret_omsatt,2122.0992796152777
2005,27,Laks_omsatt,19913.344050013922
2005,27,Uke_omsatt,22207.711000000003
2005,27,Ørret_omsatt,2282.9068965612842
2005,28,Laks_omsatt,20413.880464691058
2005,28,Uke_omsatt,22765.918
2005,28,Ørret_omsatt,2340.2894250897207
2005,29,Laks_omsatt,22170.243587889643
2005,29,Uke_omsatt,24724.645
2005,29,Ørret_omsatt,2541.6425216236585
2005,30,Laks_omsatt,22976.051378881213
2005,30,Uke_omsatt,25623.296000000002
2005,30,Ørret_omsatt,2634.0219913268488
2005,31,Laks_omsatt,24441.673496845946
2005,31,Uke_omsatt,26674.676
2005,31,Ørret_omsatt,2408.6256057352093
2005,32,Laks_omsatt,23570.60565451852
2005,32,Uke_omsatt,25724.027000000002
2005,32,Ørret_omsatt,2322.7854806867713
2005,33,Laks_omsatt,24226.5200174262
2005,33,Uke_omsatt,26439.866
2005,33,Ørret_omsatt,2387.4231222080361
2005,34,Laks_omsatt,24117.615577057582
2005,34,Uke_omsatt,26321.012
2005,34,Ørret_omsatt,2376.69104104821
2005,35,Laks_omsatt,26822.804533211052
2005,35,Uke_omsatt,29449.516000000003
2005,35,Ørret_omsatt,2568.5363704620504
2005,36,Laks_omsatt,24854.142955842621
2005,36,Uke_omsatt,27538.908000000003
2005,36,Ørret_omsatt,2276.7932606332788
2005,37,Laks_omsatt,24864.425253553767
2005,37,Uke_omsatt,27550.301
2005,37,Ørret_omsatt,2277.7351827174216
2005,38,Laks_omsatt,23031.123069259007
2005,38,Uke_omsatt,25518.964
2005,38,Ørret_omsatt,2109.7933604899386
2005,39,Laks_omsatt,23160.422985539441
2005,39,Uke_omsatt,25662.231
2005,39,Ørret_omsatt,2121.63803276493
2005,40,Laks_omsatt,23006.326152235251
2005,40,Uke_omsatt,24736.231
2005,40,Ørret_omsatt,2199.400854462096
2005,41,Laks_omsatt,22641.976537096489
2005,41,Uke_omsatt,24344.485
2005,41,Ørret_omsatt,2164.56909342574
2005,42,Laks_omsatt,19166.925559743548
2005,42,Uke_omsatt,20608.136
2005,42,Ørret_omsatt,1832.3548129571996
2005,43,Laks_omsatt,19693.956730232931
2005,43,Uke_omsatt,21174.796000000002
2005,43,Ørret_omsatt,1882.738902925857
2005,44,Laks_omsatt,18314.371976522136
2005,44,Uke_omsatt,20145.199
2005,44,Ørret_omsatt,1890.4963068425968
2005,45,Laks_omsatt,17902.574745673217
2005,45,Uke_omsatt,19805.636
2005,45,Ørret_omsatt,1882.4124316205809
2005,46,Laks_omsatt,17769.880295837585
2005,46,Uke_omsatt,19658.836
2005,46,Ørret_omsatt,1868.4599311827308
2005,47,Laks_omsatt,16565.89148708167
2005,47,Uke_omsatt,18326.862
2005,47,Ørret_omsatt,1741.8634201595357
2005,48,Laks_omsatt,13311.723956148997
2005,48,Uke_omsatt,15204.111
2005,48,Ørret_omsatt,1533.9599128522111
2005,49,Laks_omsatt,13463.502978471492
2005,49,Uke_omsatt,16149.911
2005,49,Ørret_omsatt,1759.8548218061226
2005,50,Laks_omsatt,14859.514201761342
2005,50,Uke_omsatt,17824.472
2005,50,Ørret_omsatt,1942.3316323754491
2005,51,Laks_omsatt,12892.595619494541
2005,51,Uke_omsatt,15465.089
2005,51,Ørret_omsatt,1685.2298100163416
2005,52,Laks_omsatt,11568.592442148005
2005,52,Uke_omsatt,9592.904
2005,52,Ørret_omsatt,1512.1653869263221
2006,1,Laks_omsatt,8566.7360716256171
2006,1,Uke_omsatt,10058.75
2006,1,Ørret_omsatt,1285.0724892310968
2006,2,Laks_omsatt,9205.064474176188
2006,2,Uke_omsatt,10808.252
2006,2,Ørret_omsatt,1380.826375233203
2006,3,Laks_omsatt,7791.9139175398013
2006,3,Uke_omsatt,9148.982
2006,3,Ørret_omsatt,1168.8435514025596
2006,4,Laks_omsatt,6643.845662610237
2006,4,Uke_omsatt,7800.9619999999995
2006,4,Ørret_omsatt,996.62499373552328
2006,5,Laks_omsatt,7836.7361328317029
2006,5,Uke_omsatt,9308.5
2006,5,Ørret_omsatt,1112.2869656826406
2006,6,Laks_omsatt,7611.9194509084782
2006,6,Uke_omsatt,9112.7020000000011
2006,6,Ørret_omsatt,1039.8788935825451
2006,7,Laks_omsatt,8126.037768329973
2006,7,Uke_omsatt,9728.185
2006,7,Ørret_omsatt,1110.1135815004495
2006,8,Laks_omsatt,7858.3188173783765
2006,8,Uke_omsatt,9407.682
2006,8,Ørret_omsatt,1073.5399829091771
2006,9,Laks_omsatt,7575.9038872603205
2006,9,Uke_omsatt,9006.667
2006,9,Ørret_omsatt,985.42890623963387
2006,10,Laks_omsatt,7412.1562353456184
2006,10,Uke_omsatt,8772.046
2006,10,Ørret_omsatt,932.1319164251837
2006,11,Laks_omsatt,6323.87032856063
2006,11,Uke_omsatt,7484.0949999999993
2006,11,Ørret_omsatt,795.2721423323743
2006,12,Laks_omsatt,7492.4364290158237
2006,12,Uke_omsatt,8867.055
2006,12,Ørret_omsatt,942.22772773848976
2006,13,Laks_omsatt,9972.1809113635063
2006,13,Uke_omsatt,11801.752
2006,13,Ørret_omsatt,1254.0734178702146
2006,14,Laks_omsatt,7268.9579506293494
2006,14,Uke_omsatt,8632.438
2006,14,Ørret_omsatt,942.04091198611445
2006,15,Laks_omsatt,4307.2520742765646
2006,15,Uke_omsatt,5115.188
2006,15,Ørret_omsatt,558.21036519467941
2006,16,Laks_omsatt,8938.15424704743
2006,16,Uke_omsatt,10614.735
2006,16,Ørret_omsatt,1158.3650690443337
2006,17,Laks_omsatt,12252.103766977554
2006,17,Uke_omsatt,14550.301000000001
2006,17,Ørret_omsatt,1587.8456148439727
2006,18,Laks_omsatt,8585.5865587867884
2006,18,Uke_omsatt,10149.567
2006,18,Ørret_omsatt,1205.7668579880431
2006,19,Laks_omsatt,10176.47564507306
2006,19,Uke_omsatt,12030.258
2006,19,Ørret_omsatt,1429.192633483332
2006,20,Laks_omsatt,12081.084451213797
2006,20,Uke_omsatt,14281.817
2006,20,Ørret_omsatt,1696.6774652012466
2006,21,Laks_omsatt,13993.000199285636
2006,21,Uke_omsatt,16542.014
2006,21,Ørret_omsatt,1965.1884898709691
2006,22,Laks_omsatt,13784.971983127998
2006,22,Uke_omsatt,16606.29
2006,22,Ørret_omsatt,1951.2333083600408
2006,23,Laks_omsatt,13483.954116094652
2006,23,Uke_omsatt,16717.256
2006,23,Ørret_omsatt,1931.0701420100161
2006,24,Laks_omsatt,15454.219452151472
2006,24,Uke_omsatt,19159.969
2006,24,Ørret_omsatt,2213.2366733952931
2006,25,Laks_omsatt,15174.928345994627
2006,25,Uke_omsatt,18813.707000000002
2006,25,Ørret_omsatt,2173.2387090456014
2006,26,Laks_omsatt,16920.369108535935
2006,26,Uke_omsatt,20977.685
2006,26,Ørret_omsatt,2423.2075618146532
2006,27,Laks_omsatt,21596.819666382355
2006,27,Uke_omsatt,25070.05
2006,27,Ørret_omsatt,2829.3614970643775
2006,28,Laks_omsatt,21348.334408382914
2006,28,Uke_omsatt,24781.603000000003
2006,28,Ørret_omsatt,2796.8078788728017
2006,29,Laks_omsatt,22528.901052045025
2006,29,Uke_omsatt,26152.03
2006,29,Ørret_omsatt,2951.4718459704914
2006,30,Laks_omsatt,23779.122684339582
2006,30,Uke_omsatt,27603.314
2006,30,Ørret_omsatt,3115.2611910617688
2006,31,Laks_omsatt,21471.512708345635
2006,31,Uke_omsatt,25046.154
2006,31,Ørret_omsatt,2371.1802739776158
2006,32,Laks_omsatt,23904.097964249821
2006,32,Uke_omsatt,27923.563000000002
2006,32,Ørret_omsatt,2519.6495153383912
2006,33,Laks_omsatt,23826.715753699529
2006,33,Uke_omsatt,27833.169
2006,33,Ørret_omsatt,2511.4929201972377
2006,34,Laks_omsatt,25651.109615542318
2006,34,Uke_omsatt,29964.334
2006,34,Ørret_omsatt,2703.7960607153782
2006,35,Laks_omsatt,22275.247276277762
2006,35,Uke_omsatt,25996.765
2006,35,Ørret_omsatt,2363.8218332466104
2006,36,Laks_omsatt,26215.190406075737
2006,36,Uke_omsatt,30482.469000000005
2006,36,Ørret_omsatt,2856.8443619933182
2006,37,Laks_omsatt,25824.615707113517
2006,37,Uke_omsatt,30028.317
2006,37,Ørret_omsatt,2814.2808288133779
2006,38,Laks_omsatt,24537.646996177536
2006,38,Uke_omsatt,28531.857000000004
2006,38,Ørret_omsatt,2674.0312540840969
2006,39,Laks_omsatt,24336.50212702321
2006,39,Uke_omsatt,28297.97
2006,39,Ørret_omsatt,2652.1111544591763
2006,40,Laks_omsatt,25698.155993548324
2006,40,Uke_omsatt,28947.934999999998
2006,40,Ørret_omsatt,2975.0735925069957
2006,41,Laks_omsatt,23682.087274848076
2006,41,Uke_omsatt,26676.915
2006,41,Ørret_omsatt,2741.6734681093412
2006,42,Laks_omsatt,22754.20669864889
2006,42,Uke_omsatt,25631.695
2006,42,Ørret_omsatt,2634.252803375909
2006,43,Laks_omsatt,22470.538296590694
2006,43,Uke_omsatt,25312.154
2006,43,Ørret_omsatt,2601.412533739292
2006,44,Laks_omsatt,18976.075627387716
2006,44,Uke_omsatt,22057.655
2006,44,Ørret_omsatt,2267.6539912355652
2006,45,Laks_omsatt,18841.225794513408
2006,45,Uke_omsatt,22380.400999999998
2006,45,Ørret_omsatt,2298.6624396288689
2006,46,Laks_omsatt,17532.15195810753
2006,46,Uke_omsatt,20825.428
2006,46,Ørret_omsatt,2138.9531462280484
2006,47,Laks_omsatt,16495.559626692619
2006,47,Uke_omsatt,19594.12
2006,47,Ørret_omsatt,2012.4870721297989
2006,48,Laks_omsatt,16351.916994779283
2006,48,Uke_omsatt,19356.795
2006,48,Ørret_omsatt,2052.156252130686
2006,49,Laks_omsatt,15973.008190057415
2006,49,Uke_omsatt,18660.681
2006,49,Ørret_omsatt,2231.6047575038319
2006,50,Laks_omsatt,16687.975374315552
2006,50,Uke_omsatt,19495.951
2006,50,Ørret_omsatt,2331.4935292908976
2006,51,Laks_omsatt,17645.84925051951
2006,51,Uke_omsatt,20615
2006,51,Ørret_omsatt,2465.3190350310097
2006,52,Laks_omsatt,9396.8534112152884
2006,52,Uke_omsatt,10978
2006,52,Ørret_omsatt,1312.8436753126573
2007,1,Laks_omsatt,9386.2193581145439
2007,1,Uke_omsatt,11153.385
2007,1,Ørret_omsatt,1261.5314567768328
2007,2,Laks_omsatt,15541.91839201093
2007,2,Uke_omsatt,18468.032
2007,2,Ørret_omsatt,2088.8728679913015
2007,3,Laks_omsatt,12614.746873204347
2007,3,Uke_omsatt,14989.755000000001
2007,3,Ørret_omsatt,1695.4536637870758
2007,4,Laks_omsatt,11425.984051552508
2007,4,Uke_omsatt,13577.181
2007,4,Ørret_omsatt,1535.6809547821344
2007,5,Laks_omsatt,11191.086465337732
2007,5,Uke_omsatt,13155.869999999999
2007,5,Ørret_omsatt,1444.9182870741358
2007,6,Laks_omsatt,11415.141352894845
2007,6,Uke_omsatt,13205.805
2007,6,Ørret_omsatt,1384.3297178155499
2007,7,Laks_omsatt,11844.011590012036
2007,7,Uke_omsatt,13701.951000000001
2007,7,Ørret_omsatt,1436.3393947852849
2007,8,Laks_omsatt,10196.481384549936
2007,8,Uke_omsatt,11795.976999999999
2007,8,Ørret_omsatt,1236.5411659318545
2007,9,Laks_omsatt,10595.339995093582
2007,9,Uke_omsatt,12405.228
2007,9,Ørret_omsatt,1316.3483889135784
2007,10,Laks_omsatt,10417.99404687061
2007,10,Uke_omsatt,12420.333
2007,10,Ørret_omsatt,1340.9895107048362
2007,11,Laks_omsatt,11490.042317986135
2007,11,Uke_omsatt,13698.429
2007,11,Ørret_omsatt,1478.9820532295662
2007,12,Laks_omsatt,10483.102247585211
2007,12,Uke_omsatt,12497.955
2007,12,Ørret_omsatt,1349.3701465380245
2007,13,Laks_omsatt,10545.57498455699
2007,13,Uke_omsatt,12572.435
2007,13,Ørret_omsatt,1357.4115491926311
2007,14,Laks_omsatt,6930.3065610355588
2007,14,Uke_omsatt,7347
2007,14,Ørret_omsatt,802.16893573577784
2007,15,Laks_omsatt,15597.46566809306
2007,15,Uke_omsatt,16535.283
2007,15,Ørret_omsatt,1805.3750328297126
2007,16,Laks_omsatt,13790.128121777081
2007,16,Uke_omsatt,14619.277
2007,16,Ørret_omsatt,1596.1793755705096
2007,17,Laks_omsatt,15372.618298385236
2007,17,Uke_omsatt,16786.013
2007,17,Ørret_omsatt,2263.7215312027815
2007,18,Laks_omsatt,13010.186307771952
2007,18,Uke_omsatt,15841.780999999999
2007,18,Ørret_omsatt,2021.964624722154
2007,19,Laks_omsatt,14363.900729455008
2007,19,Uke_omsatt,17969.774
2007,19,Ørret_omsatt,2232.3507489380872
2007,20,Laks_omsatt,12667.052691939251
2007,20,Uke_omsatt,15846.954000000002
2007,20,Ørret_omsatt,1968.6368693500222
2007,21,Laks_omsatt,13876.813690736344
2007,21,Uke_omsatt,17360.41
2007,21,Ørret_omsatt,2156.6506215032123
2007,22,Laks_omsatt,15161.283954603427
2007,22,Uke_omsatt,18736.347
2007,22,Ørret_omsatt,2356.275236678423
2007,23,Laks_omsatt,16392.699777898491
2007,23,Uke_omsatt,19884.345
2007,23,Ørret_omsatt,3050.2865113026155
2007,24,Laks_omsatt,17649.770665787109
2007,24,Uke_omsatt,21409.172
2007,24,Ørret_omsatt,3284.1971193799759
2007,25,Laks_omsatt,18589.632982594252
2007,25,Uke_omsatt,22549.225
2007,25,Ørret_omsatt,3459.0828542668978
2007,26,Laks_omsatt,16715.351877375469
2007,26,Uke_omsatt,20275.722
2007,26,Ørret_omsatt,3110.3242939871384
2007,27,Laks_omsatt,20714.270336241578
2007,27,Uke_omsatt,24352.345
2007,27,Ørret_omsatt,3282.8475229283317
2007,28,Laks_omsatt,24609.81728024983
2007,28,Uke_omsatt,28932.072
2007,28,Ørret_omsatt,3900.2231981513137
2007,29,Laks_omsatt,23698.598787838062
2007,29,Uke_omsatt,27860.815000000002
2007,29,Ørret_omsatt,3755.8110937371534
2007,30,Laks_omsatt,26059.493696217225
2007,30,Uke_omsatt,30636.357000000004
2007,30,Ørret_omsatt,4129.9714129788345
2007,31,Laks_omsatt,25651.315546199916
2007,31,Uke_omsatt,30614.311999999998
2007,31,Ørret_omsatt,3625.3896821243261
2007,32,Laks_omsatt,23740.538207187576
2007,32,Uke_omsatt,28637.235999999997
2007,32,Ørret_omsatt,3090.5471141925764
2007,33,Laks_omsatt,28206.974812576522
2007,33,Uke_omsatt,34024.915
2007,33,Ørret_omsatt,3671.9885558752148
2007,34,Laks_omsatt,27848.116533901353
2007,34,Uke_omsatt,33592.039
2007,34,Ørret_omsatt,3625.2723269555236
2007,35,Laks_omsatt,27839.660637888439
2007,35,Uke_omsatt,33581.839
2007,35,Ørret_omsatt,3624.1715370411353
2007,36,Laks_omsatt,26819.010947835013
2007,36,Uke_omsatt,30153.805
2007,36,Ørret_omsatt,3063.1644667697651
