year,week,mmsi,vessel_name,is_wellboat,is_slaughter_boat,plant_id,plant_name,plant_company,approval_number,entry_time,exit_time,duration_hrs
2025,8,257594000,AQUA HAVSØY,True,False,Z1912211249403082024JYKGJ,MOWI AVD SLAKTERI HERØY,MOWI ASA,N1115,2025-02-18T04:34:59+00:00,2025-02-18T07:31:47+00:00,2.95
2025,8,257594000,AQUA HAVSØY,True,False,Z1912211249403082024JYKGJ,MOWI AVD SLAKTERI HERØY,MOWI ASA,N1115,2025-02-19T14:55:26+00:00,2025-02-19T17:17:28+00:00,2.37
2025,8,257594000,AQUA HAVSØY,True,False,Z1912211249403082024JYKGJ,MOWI AVD SLAKTERI HERØY,MOWI ASA,N1115,2025-02-21T02:33:32+00:00,2025-02-21T15:04:26+00:00,12.52
2025,8,257594000,AQUA HAVSØY,True,False,Z1912211249403082024JYKGJ,MOWI AVD SLAKTERI HERØY,MOWI ASA,N1115,2025-02-23T06:43:19+00:00,2025-02-23T09:08:02+00:00,2.41
2025,8,257033140,AQUA MERDØ,True,False,Z0705302155132181190CIBOI,MOWI AVD RYFISK,MOWI ASA,R110,2025-02-16T23:05:08+00:00,2025-02-18T00:38:27+00:00,25.56
2025,8,257033140,AQUA MERDØ,True,False,Z0705302155132181190CIBOI,MOWI AVD RYFISK,MOWI ASA,R110,2025-02-18T23:48:47.937459+00:00,2025-02-19T21:08:49.494888+00:00,21.33
2025,8,257033140,AQUA MERDØ,True,False,Z0705302155132181190CIBOI,MOWI AVD RYFISK,MOWI ASA,R110,2025-02-21T01:11:07+00:00,2025-02-22T01:18:46+00:00,24.13
2025,8,257563000,AQUA SKILSØY,True,False,Z1201311012578810250XTDFD,MOWI AVD EGGEBØNES PROCESSING,MOWI ASA,M394,2025-02-20T23:37:09+00:00,2025-02-21T22:43:46+00:00,23.11
2025,8,257830000,ÅSVÆRFJORD,True,False,Z2006301013480370128EYQOV,SALMAR AS AVD SLAKTERIANLEGG,SALMAR AS,TF423,2025-02-22T17:36:05+00:00,2025-02-22T19:59:25+00:00,2.39
2025,8,257830000,ÅSVÆRFJORD,True,False,Z2006301013480370128EYQOV,SALMAR AS AVD SLAKTERIANLEGG,SALMAR AS,TF423,2025-02-23T19:30:22+00:00,2025-02-23T21:13:22+00:00,1.72
2025,8,257652000,BJØRG PAULINE,True,False,Z0910050746533480130LTAYW,NORDLAKS PRODUKTER AS AVD STOKMARKNES,NORDLAKS PRODUKTER AS,N169,2025-02-16T23:00:27+00:00,2025-02-22T01:54:03+00:00,122.89
2025,8,257652000,BJØRG PAULINE,True,False,Z0910050746533480130LTAYW,NORDLAKS PRODUKTER AS AVD STOKMARKNES,NORDLAKS PRODUKTER AS,N169,2025-02-23T13:21:26+00:00,2025-02-23T22:59:55+00:00,9.64
2025,8,257735000,CASPIAN,True,False,Z1901150954094182025FGIKM,SALAKS SLAKTERI AS,SALAKS SLAKTERI AS,T400,2025-02-20T19:25:19+00:00,2025-02-20T22:47:49+00:00,3.38
2025,8,257557600,CLEAN OCEAN,True,False,Z0705302155125031190SJEJR,BIRKNES MARTIN E EFTF AS,MARTIN E BIRKNES EFTF AS,SF364,2025-02-18T11:21:46+00:00,2025-02-18T13:19:26+00:00,1.96
2025,8,257557600,CLEAN OCEAN,True,False,Z0705302155125031190SJEJR,BIRKNES MARTIN E EFTF AS,MARTIN E BIRKNES EFTF AS,SF364,2025-02-19T06:39:04+00:00,2025-02-19T09:35:34+00:00,2.94
2025,8,257557600,CLEAN OCEAN,True,False,Z2211231343518010127PJNOY,HARDANGER SEAFOOD AS AVD BØMLO,HARDANGER SEAFOOD AS,VL59,2025-02-21T10:57:17.238802+00:00,2025-02-21T14:05:57.430311+00:00,3.14
2025,8,257805000,FÆRØYSUND,True,False,Z1008311010353281042SPYKE,NOVA SEA AS AVD INDUSTRI,NOVA SEA AS,N2413,2025-02-17T14:45:35+00:00,2025-02-17T16:25:54+00:00,1.67
2025,8,257805000,FÆRØYSUND,True,False,Z1008311010353281042SPYKE,NOVA SEA AS AVD INDUSTRI,NOVA SEA AS,N2413,2025-02-18T03:39:35+00:00,2025-02-18T05:19:51+00:00,1.67
2025,8,257805000,FÆRØYSUND,True,False,Z1008311010353281042SPYKE,NOVA SEA AS AVD INDUSTRI,NOVA SEA AS,N2413,2025-02-18T18:41:49+00:00,2025-02-18T20:38:55+00:00,1.95
2025,8,257805000,FÆRØYSUND,True,False,Z1008311010353281042SPYKE,NOVA SEA AS AVD INDUSTRI,NOVA SEA AS,N2413,2025-02-18T20:52:51+00:00,2025-02-19T02:18:08+00:00,5.42
2025,8,257805000,FÆRØYSUND,True,False,Z1008311010353281042SPYKE,NOVA SEA AS AVD INDUSTRI,NOVA SEA AS,N2413,2025-02-19T13:57:10+00:00,2025-02-19T15:33:38+00:00,1.61
2025,8,257805000,FÆRØYSUND,True,False,Z2202231150559570128LKGGT,SALTEN N950 AS,SALTEN N950 AS,N950,2025-02-20T13:28:28+00:00,2025-02-20T16:00:09+00:00,2.53
2025,8,259035000,FRØY HØVDING,True,False,Z1804261725539163252QJAZX,LERØY MIDT AS AVD PRODUKSJON OG ADMINISTRASJON,LERØY MIDT AS,ST337,2025-02-23T21:59:11+00:00,2025-02-23T22:59:30+00:00,1.01
2025,8,257906000,FRØY VIKING,True,False,Z1804261725539163252QJAZX,LERØY MIDT AS AVD PRODUKSJON OG ADMINISTRASJON,LERØY MIDT AS,ST337,2025-02-16T23:00:22+00:00,2025-02-17T16:06:23+00:00,17.1
2025,8,257906000,FRØY VIKING,True,False,Z1804261725539163252QJAZX,LERØY MIDT AS AVD PRODUKSJON OG ADMINISTRASJON,LERØY MIDT AS,ST337,2025-02-17T21:23:52+00:00,2025-02-18T15:17:02+00:00,17.89
2025,8,257906000,FRØY VIKING,True,False,Z1804261725539163252QJAZX,LERØY MIDT AS AVD PRODUKSJON OG ADMINISTRASJON,LERØY MIDT AS,ST337,2025-02-18T22:36:42+00:00,2025-02-19T16:08:32+00:00,17.53
2025,8,257906000,FRØY VIKING,True,False,Z1804261725539163252QJAZX,LERØY MIDT AS AVD PRODUKSJON OG ADMINISTRASJON,LERØY MIDT AS,ST337,2025-02-19T23:14:22+00:00,2025-02-20T16:12:56+00:00,16.98
2025,8,257906000,FRØY VIKING,True,False,Z1804261725539163252QJAZX,LERØY MIDT AS AVD PRODUKSJON OG ADMINISTRASJON,LERØY MIDT AS,ST337,2025-02-21T00:38:53+00:00,2025-02-23T16:08:43+00:00,63.5
