year,week,mmsi,vessel_name,vessel_type,capacity,capacity_unit,plant_id,plant_name,plant_company,approval_number,entry_time,exit_time,duration_hrs
2024,25,257060720,Taupo,Processing vessel,320,tonn,Z2311070948366250128SCXWX,MOWI AVD JØSNØYA,MOWI ASA,ST400,2024-06-16T22:00:32+00:00,2024-06-17T09:57:33+00:00,11.95
2024,25,257060720,Taupo,Processing vessel,320,tonn,Z2311070948366250128SCXWX,MOWI AVD JØSNØYA,MOWI ASA,ST400,2024-06-18T01:15:10+00:00,2024-06-19T09:18:46+00:00,32.06
2024,25,257060720,Taupo,Processing vessel,320,tonn,Z2311070948366250128SCXWX,MOWI AVD JØSNØYA,MOWI ASA,ST400,2024-06-19T23:01:56+00:00,2024-06-20T21:46:36+00:00,22.74
2024,25,257060720,Taupo,Processing vessel,320,tonn,Z2311070948366250128SCXWX,MOWI AVD JØSNØYA,MOWI ASA,ST400,2024-06-23T19:14:16+00:00,2024-06-23T21:59:53+00:00,2.76
2024,25,257077570,Taupiri,Processing vessel,360,tonn,Z2311070948366250128SCXWX,MOWI AVD JØSNØYA,MOWI ASA,ST400,2024-06-17T03:02:47+00:00,2024-06-18T06:01:17+00:00,26.98
2024,25,257077570,Taupiri,Processing vessel,360,tonn,Z2311070948366250128SCXWX,MOWI AVD JØSNØYA,MOWI ASA,ST400,2024-06-18T23:00:27+00:00,2024-06-20T12:36:50+00:00,37.61
2024,25,257077570,Taupiri,Processing vessel,360,tonn,Z2311070948366250128SCXWX,MOWI AVD JØSNØYA,MOWI ASA,ST400,2024-06-21T03:39:54+00:00,2024-06-22T09:04:08+00:00,29.4
2024,25,257077570,Taupiri,Processing vessel,360,tonn,Z2311070948366250128SCXWX,MOWI AVD JØSNØYA,MOWI ASA,ST400,2024-06-23T01:02:01+00:00,2024-06-23T21:59:38+00:00,20.96
2024,25,258232000,Tauranga,Processing vessel,300,tonn,Z0705302155132181190CIBOI,MOWI AVD RYFISK,MOWI ASA,R110,2024-06-18T00:56:59.251534+00:00,2024-06-18T22:34:49.801175+00:00,21.63
2024,25,258232000,Tauranga,Processing vessel,300,tonn,Z0705302155132181190CIBOI,MOWI AVD RYFISK,MOWI ASA,R110,2024-06-20T01:23:09.942068+00:00,2024-06-20T23:08:23.660778+00:00,21.75
2024,25,258232000,Tauranga,Processing vessel,300,tonn,Z2211231343518010127PJNOY,HARDANGER SEAFOOD AS AVD BØMLO,HARDANGER SEAFOOD AS,VL59,2024-06-21T03:31:43.221786+00:00,2024-06-23T21:59:36.923405+00:00,66.46
2024,25,259004230,Volt Harvest II,Processing vessel,330,tonn,Z1912211249403082024JYKGJ,MOWI AVD SLAKTERI HERØY,MOWI ASA,N1115,2024-06-17T01:03:27+00:00,2024-06-17T16:46:39+00:00,15.72
2024,25,259004230,Volt Harvest II,Processing vessel,330,tonn,Z1912211249403082024JYKGJ,MOWI AVD SLAKTERI HERØY,MOWI ASA,N1115,2024-06-18T22:57:45+00:00,2024-06-19T12:02:19+00:00,13.08
2024,25,258120000,Volt Harvest III,Processing vessel,350,tonn,Z0804171018571000115LHWTD,SALMAR AS AVD BEARBEIDING,SALMAR AS,ST423,2024-06-17T03:51:50+00:00,2024-06-17T19:27:54+00:00,15.6
2024,25,258120000,Volt Harvest III,Processing vessel,350,tonn,Z0804171018571000115LHWTD,SALMAR AS AVD BEARBEIDING,SALMAR AS,ST423,2024-06-18T04:26:38+00:00,2024-06-18T13:02:09+00:00,8.59
2024,25,258120000,Volt Harvest III,Processing vessel,350,tonn,Z0804171018571000115LHWTD,SALMAR AS AVD BEARBEIDING,SALMAR AS,ST423,2024-06-19T01:20:09+00:00,2024-06-19T11:09:49+00:00,9.83
2024,25,258120000,Volt Harvest III,Processing vessel,350,tonn,Z0804171018571000115LHWTD,SALMAR AS AVD BEARBEIDING,SALMAR AS,ST423,2024-06-19T16:18:50+00:00,2024-06-20T08:50:38+00:00,16.53
2024,25,258120000,Volt Harvest III,Processing vessel,350,tonn,Z0804171018571000115LHWTD,SALMAR AS AVD BEARBEIDING,SALMAR AS,ST423,2024-06-20T08:56:36+00:00,2024-06-20T20:20:34+00:00,11.4
2024,25,258120000,Volt Harvest III,Processing vessel,350,tonn,Z0804171018571000115LHWTD,SALMAR AS AVD BEARBEIDING,SALMAR AS,ST423,2024-06-21T08:26:41+00:00,2024-06-23T13:51:38+00:00,53.42
2024,25,257085210,SEIHAUST,Processing vessel,420,tonn,Z1105311515243520150MVNSI,LERØY AUSTEVOLL AS,LERØY AUSTEVOLL AS,H72,2024-06-17T03:28:13+00:00,2024-06-17T11:30:58.201069+00:00,8.05
2024,25,257085210,SEIHAUST,Processing vessel,420,tonn,Z1105311515243520150MVNSI,LERØY AUSTEVOLL AS,LERØY AUSTEVOLL AS,H72,2024-06-18T03:15:54+00:00,2024-06-18T15:00:07.513361+00:00,11.74
2024,25,257085210,SEIHAUST,Processing vessel,420,tonn,Z1105311515243520150MVNSI,LERØY AUSTEVOLL AS,LERØY AUSTEVOLL AS,H72,2024-06-19T02:42:20+00:00,2024-06-19T16:00:36.020541+00:00,13.3
