year,week,mmsi,vessel_name,is_wellboat,is_slaughter_boat,plant_id,plant_name,plant_company,approval_number,entry_time,exit_time,duration_hrs
2025,50,257033140,AQUA MERDØ,True,False,Z0705302155132181190CIBOI,MOWI AVD RYFISK,MOWI ASA,R110,2025-12-07T23:00:23+00:00,2025-12-09T00:50:43+00:00,25.84
2025,50,257033140,AQUA MERDØ,True,False,Z0705302155132181190CIBOI,MOWI AVD RYFISK,MOWI ASA,R110,2025-12-10T00:51:43+00:00,2025-12-11T00:34:44+00:00,23.72
2025,50,257033140,AQUA MERDØ,True,False,Z0705302155132181190CIBOI,MOWI AVD RYFISK,MOWI ASA,R110,2025-12-12T00:21:04+00:00,2025-12-13T03:20:44+00:00,26.99
2025,50,257563000,AQUA SKILSØY,True,False,Z1411261442550602024JVRYR,CERMAQ NORWAY AS AVD LAKSESLAKTERI FINNMARK,CERMAQ NORWAY AS,F480,2025-12-09T22:21:50+00:00,2025-12-10T02:50:17+00:00,4.47
2025,50,257563000,AQUA SKILSØY,True,False,Z1110241124575500147KIQZP,ARNØY LAKS SLAKTERI AS,ARNØY LAKS SLAKTERI AS,T107,2025-12-11T03:26:57+00:00,2025-12-11T05:49:04+00:00,2.37
2025,50,257563000,AQUA SKILSØY,True,False,Z1411261442550602024JVRYR,CERMAQ NORWAY AS AVD LAKSESLAKTERI FINNMARK,CERMAQ NORWAY AS,F480,2025-12-12T15:41:14+00:00,2025-12-12T18:25:04+00:00,2.73
2025,50,257563000,AQUA SKILSØY,True,False,Z1106280926372371068QZGED,LERØY AURORA AS AVD SKJERVØY,LERØY AURORA AS,T126,2025-12-13T09:08:37+00:00,2025-12-13T10:34:38+00:00,1.43
2025,50,257652000,BJØRG PAULINE,True,False,Z0910050746533480130LTAYW,NORDLAKS PRODUKTER AS AVD STOKMARKNES,NORDLAKS PRODUKTER AS,N169,2025-12-08T20:21:54+00:00,2025-12-08T21:26:23+00:00,1.07
2025,50,257652000,BJØRG PAULINE,True,False,Z0910050746533480130LTAYW,NORDLAKS PRODUKTER AS AVD STOKMARKNES,NORDLAKS PRODUKTER AS,N169,2025-12-08T21:33:54+00:00,2025-12-08T22:36:17+00:00,1.04
2025,50,257652000,BJØRG PAULINE,True,False,Z0910050746533480130LTAYW,NORDLAKS PRODUKTER AS AVD STOKMARKNES,NORDLAKS PRODUKTER AS,N169,2025-12-09T02:09:24+00:00,2025-12-09T21:50:33+00:00,19.69
