year,week,mmsi,vessel_name,vessel_type,capacity,capacity_unit,plant_id,plant_name,plant_company,approval_number,entry_time,exit_time,duration_hrs
2024,22,257060720,Taupo,Processing vessel,320,tonn,Z2311070948366250128SCXWX,MOWI AVD JØSNØYA,MOWI ASA,ST400,2024-05-26T22:00:03+00:00,2024-05-27T10:32:46+00:00,12.55
2024,22,257060720,Taupo,Processing vessel,320,tonn,Z2311070948366250128SCXWX,MOWI AVD JØSNØYA,MOWI ASA,ST400,2024-05-28T00:55:26+00:00,2024-05-29T10:36:46+00:00,33.69
2024,22,257060720,Taupo,Processing vessel,320,tonn,Z2311070948366250128SCXWX,MOWI AVD JØSNØYA,MOWI ASA,ST400,2024-05-30T01:37:09+00:00,2024-05-31T16:41:12+00:00,39.07
2024,22,257060720,Taupo,Processing vessel,320,tonn,Z2311070948366250128SCXWX,MOWI AVD JØSNØYA,MOWI ASA,ST400,2024-05-31T16:43:33+00:00,2024-06-01T00:35:04+00:00,7.86
2024,22,257077570,Taupiri,Processing vessel,360,tonn,Z2311070948366250128SCXWX,MOWI AVD JØSNØYA,MOWI ASA,ST400,2024-05-27T03:14:42+00:00,2024-05-28T09:59:15+00:00,30.74
2024,22,257077570,Taupiri,Processing vessel,360,tonn,Z2311070948366250128SCXWX,MOWI AVD JØSNØYA,MOWI ASA,ST400,2024-05-29T02:37:27+00:00,2024-05-30T10:05:10+00:00,31.46
2024,22,257077570,Taupiri,Processing vessel,360,tonn,Z2311070948366250128SCXWX,MOWI AVD JØSNØYA,MOWI ASA,ST400,2024-05-31T02:11:33+00:00,2024-06-02T09:07:20+00:00,54.93
2024,22,258232000,Tauranga,Processing vessel,300,tonn,Z0705302155132181190CIBOI,MOWI AVD RYFISK,MOWI ASA,R110,2024-05-27T23:06:18+00:00,2024-05-28T20:12:51+00:00,21.11
2024,22,258232000,Tauranga,Processing vessel,300,tonn,Z0705302155132181190CIBOI,MOWI AVD RYFISK,MOWI ASA,R110,2024-05-30T02:23:27+00:00,2024-05-31T00:14:28+00:00,21.85
2024,22,259004230,Volt Harvest II,Processing vessel,330,tonn,Z1912211249403082024JYKGJ,MOWI AVD SLAKTERI HERØY,MOWI ASA,N1115,2024-05-28T00:11:03+00:00,2024-05-28T09:36:55+00:00,9.43
2024,22,259004230,Volt Harvest II,Processing vessel,330,tonn,Z1912211249403082024JYKGJ,MOWI AVD SLAKTERI HERØY,MOWI ASA,N1115,2024-05-29T23:49:32+00:00,2024-05-30T17:10:49+00:00,17.35
2024,22,259004230,Volt Harvest II,Processing vessel,330,tonn,Z2311070948366250128SCXWX,MOWI AVD JØSNØYA,MOWI ASA,ST400,2024-05-31T17:11:01+00:00,2024-06-02T21:58:29+00:00,52.79
