year,week,mmsi,vessel_name,is_wellboat,is_slaughter_boat,plant_id,plant_name,plant_company,approval_number,entry_time,exit_time,duration_hrs
2026,10,257033140,AQUA MERDØ,True,False,Z0705302155132181190CIBOI,MOWI AVD RYFISK,MOWI ASA,R110,2026-03-08T19:35:57+00:00,2026-03-08T22:59:51+00:00,3.4
2026,10,257830000,ÅSVÆRFJORD,True,False,Z2602250931297462024SJNQN,SINKABERG NT145 AS,SINKABERG NT145 AS,NT145,2026-03-02T09:09:59+00:00,2026-03-02T20:23:46+00:00,11.23
2026,10,257830000,ÅSVÆRFJORD,True,False,Z2602250931297462024SJNQN,SINKABERG NT145 AS,SINKABERG NT145 AS,NT145,2026-03-03T12:15:23+00:00,2026-03-03T21:30:22+00:00,9.25
2026,10,257735000,CASPIAN,True,False,Z0704301422333911190OOGQB,ASTAFJORD SLAKTERI AS,ASTAFJORD SLAKTERI AS,T470,2026-03-02T19:56:04+00:00,2026-03-02T22:07:11+00:00,2.19
2026,10,257735000,CASPIAN,True,False,Z0704301421458251190PVFYH,BREIVOLL MARINE PRODUKTER AS,BREIVOLL MARINE PRODUKTER AS,T436,2026-03-04T01:34:32+00:00,2026-03-04T03:28:59+00:00,1.91
2026,10,257735000,CASPIAN,True,False,Z0704301422333911190OOGQB,ASTAFJORD SLAKTERI AS,ASTAFJORD SLAKTERI AS,T470,2026-03-04T22:53:10+00:00,2026-03-05T00:26:08+00:00,1.55
2026,10,257735000,CASPIAN,True,False,Z0704301421458251190PVFYH,BREIVOLL MARINE PRODUKTER AS,BREIVOLL MARINE PRODUKTER AS,T436,2026-03-06T11:47:55+00:00,2026-03-06T15:12:49+00:00,3.42
2026,10,257735000,CASPIAN,True,False,Z1901150954094182025FGIKM,SALAKS SLAKTERI AS,SALAKS SLAKTERI AS,T400,2026-03-07T13:43:10+00:00,2026-03-07T16:29:19+00:00,2.77
2026,10,257557600,CLEAN OCEAN,True,False,Z0705302155125031190SJEJR,BIRKNES MARTIN E EFTF AS,MARTIN E BIRKNES EFTF AS,SF364,2026-03-02T14:18:27+00:00,2026-03-03T10:56:46+00:00,20.64
2026,10,257805000,FÆRØYSUND,True,False,Z1912211249403082024JYKGJ,MOWI AVD SLAKTERI HERØY,MOWI ASA,N1115,2026-03-03T20:42:19+00:00,2026-03-03T23:08:16+00:00,2.43
2026,10,257805000,FÆRØYSUND,True,False,Z2202231150559570128LKGGT,SALTEN N950 AS,SALTEN N950 AS,N950,2026-03-04T16:59:43+00:00,2026-03-04T22:17:26+00:00,5.3
2026,10,257805000,FÆRØYSUND,True,False,Z2202231150559570128LKGGT,SALTEN N950 AS,SALTEN N950 AS,N950,2026-03-05T01:33:24+00:00,2026-03-05T08:03:12+00:00,6.5
2026,10,257805000,FÆRØYSUND,True,False,Z2202231150559570128LKGGT,SALTEN N950 AS,SALTEN N950 AS,N950,2026-03-05T17:59:23+00:00,2026-03-05T19:01:53+00:00,1.04
2026,10,257805000,FÆRØYSUND,True,False,Z1008311010353281042SPYKE,NOVA SEA AS AVD INDUSTRI,NOVA SEA AS,N2413,2026-03-07T20:30:36+00:00,2026-03-07T22:45:55+00:00,2.26
2026,10,257609500,FIRDA SAVIOR,True,False,Z0705302155125031190SJEJR,BIRKNES MARTIN E EFTF AS,MARTIN E BIRKNES EFTF AS,SF364,2026-03-02T08:33:03+00:00,2026-03-02T09:51:16+00:00,1.3
2026,10,258100000,FRØY ODIN,True,False,Z1804261725539163252QJAZX,LERØY MIDT AS AVD PRODUKSJON OG ADMINISTRASJON,LERØY MIDT AS,ST337,2026-03-03T07:27:49+00:00,2026-03-05T20:18:57+00:00,60.85
2026,10,257917000,FRØY SAGA,True,False,Z1304121527398900382BZIIE,PURE NORWEGIAN SEAFOOD AS,PURE NORWEGIAN SEAFOOD AS,M168,2026-03-04T21:35:55+00:00,2026-03-05T08:00:55+00:00,10.42
2026,10,257347000,HAVTRANS,True,False,Z2602250931297462024SJNQN,SINKABERG NT145 AS,SINKABERG NT145 AS,NT145,2026-03-04T08:21:16+00:00,2026-03-04T17:37:55+00:00,9.28
2026,10,257347000,HAVTRANS,True,False,Z2602250931297462024SJNQN,SINKABERG NT145 AS,SINKABERG NT145 AS,NT145,2026-03-05T08:38:55+00:00,2026-03-05T19:37:06+00:00,10.97
